GaiaDR3,label,stability,Dist,X,Y,Z,VtRA,VtDE,VtRALSR,VtDELSR,RV,Simbad,Region,Group,Bstar,RAdeg,DEdeg,e_RAdeg,e_DEdeg,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,BP-RP,BP-G,G-RP,RV_DR3,e_RV,n_RV,o_RV,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000
6049163679218606720,1,13.1,139.262,132.298,-15.867,40.4887,-1.892,-18.63,3.8876,-5.765,-7.754,Simbad,"US","rho Oph/L1688","* rho Oph",246.67892044364,-24.34164860295,0.3622,0.262,7.1807,0.2762,-2.866,0.552,-28.215,0.534,1.142,402,1259.54193,9.61154,131.045,17.936836,0.008731,0,,,,,,0,,,,,,,,,,,,,246.6789344263,-24.34152320075,8.704797,8.329171
6049163679220111744,1,100.0,137.399,130.528,-15.655,39.9476,-4.036,-16.39,1.7438,-3.526,-7.754,Simbad,"US","rho Oph/L1688","* rho Oph",246.67850134539,-24.34178013807,0.0682,0.0411,7.2781,0.0742,-6.197,0.094,-25.161,0.076,0.968,474,5436.94941,100.279,54.2181,16.348978,0.020214,55,363.316,23.0941,15.732,18.93783,0.069071,55,10170.8,481.911,21.1051,14.729512,0.051583,4.208318,2.588852,1.619466,,,,,246.67853157389,-24.3416683116,1.510231,1.190219
6049164327759169536,6,80.9,134.855,128.149,-15.134,39.1739,-6.795,-17.34,-1.038,-4.49,-9.939,Simbad,"US","Antares","HD146001",246.76297640411,-24.27699600749,0.3512,0.2081,7.4154,0.4109,-10.629,0.456,-27.129,0.328,1.127,461,450.55982,1.35343,332.903,19.052986,0.004269,27,36.6129,6.25806,5.85052,21.429457,0.185601,48,912.303,10.0482,90.7925,17.347548,0.012541,4.081909,2.376471,1.705439,,,,,246.7630282269,-24.27687543339,7.271934,5.145911
6049164396478646400,6,99.5,134.05,127.377,-15.053,38.9611,-6.528,-16.27,-0.768,-3.415,-9.939,Simbad,"US","Antares","HD146001",246.75230642768,-24.27386232091,0.3451,0.2064,7.4599,0.3894,-10.273,0.463,-25.599,0.335,1.095,462,415.52481,1.14059,364.306,19.140875,0.004059,25,45.4161,7.25057,6.26379,21.195518,0.173358,48,793.567,8.49338,93.4336,17.498936,0.01222,3.696583,2.054644,1.641939,,,,,246.75235651195,-24.2737485475,7.342409,5.240859
6049164877514306688,1,94.1,148.105,140.684,-16.739,43.1611,-6.091,-18.07,-0.312,-5.221,-7.774,Simbad,"US","rho Oph/L1688","* rho Oph",246.68230851262,-24.27602331994,0.3913,0.2468,6.752,0.4335,-8.676,0.522,-25.738,0.399,1.111,481,323.7352,1.18752,272.616,19.411892,0.004843,31,32.5471,4.62627,7.03528,21.55726,0.154353,55,643.023,9.42305,68.2394,17.72733,0.016353,3.829931,2.145369,1.684563,,,,,246.68235081278,-24.27590892665,8.29342,6.237817
6049164916170694912,1,100.0,136.117,129.277,-15.405,39.7244,-3.893,-17.35,1.8931,-4.5,-7.774,Simbad,"US","rho Oph/L1688","* rho Oph",246.65472441475,-24.26675099501,0.091,0.0529,7.3466,0.1027,-6.034,0.129,-26.883,0.093,0.912,506,2579.25644,2.58932,996.114,17.15863,0.002963,57,106.286,7.62521,13.9388,20.27235,0.077943,55,4354.9,13.3981,325.037,15.650451,0.005044,4.6219,3.11372,1.50818,,,,,246.65475383088,-24.26663151448,2.071142,1.459879
6049165392911576320,1,98.6,146.985,139.635,-16.502,42.8293,-3.966,-18.92,1.804,-6.075,-7.785,Simbad,"US","rho Oph/L1688","* rho Oph",246.71537571683,-24.24499297883,0.5965,0.3634,6.8034,0.7091,-5.692,0.815,-27.153,0.594,1.126,473,200.08712,0.794788,251.749,19.934319,0.005118,25,45.3365,6.42947,7.05136,21.197422,0.154001,54,377.507,6.76718,55.785,18.305582,0.019826,2.89184,1.263103,1.628736,,,,,246.7154034617,-24.24487229689,12.980836,9.293939
6049165500286247040,1,100.0,135.882,129.08,-15.238,39.6224,-3.942,-17.64,1.8292,-4.797,-7.789,Simbad,"US","rho Oph/L1688","* rho Oph",246.71034915476,-24.23130176078,0.071,0.0406,7.3593,0.0834,-6.12,0.101,-27.384,0.069,1.053,481,5292.63312,5.47908,965.971,16.378187,0.002976,56,344.525,7.88706,43.6823,18.995491,0.025011,52,8320.28,21.7371,382.768,14.947551,0.004725,4.04794,2.617304,1.430636,,,,,246.71037898274,-24.23118005528,1.613453,1.078175
6049165706444676992,1,100.0,135.251,128.418,-15.552,39.4922,-4.029,-17.34,1.7804,-4.486,-7.747,Simbad,"US","rho Oph/L1688","* rho Oph",246.57111266139,-24.33945209407,0.0178,0.01,7.3937,0.0199,-6.284,0.026,-27.05,0.019,0.891,478,121148.73694,101.777,1190.33,12.97907,0.002902,53,24289.9,85.6623,283.554,14.374977,0.004738,52,148413.0,330.93,448.474,11.819213,0.004488,2.555764,1.395907,1.159857,-4.16,4.08,1,30,246.57114331331,-24.33933186976,0.413892,0.301849
6049166805956306944,1,99.9,137.552,130.555,-15.816,40.3195,-5.0,-18.54,0.8249,-5.698,-7.755,Simbad,"US","rho Oph/L1688","* rho Oph",246.51370335018,-24.29638643326,0.0283,0.0159,7.27,0.0328,-7.668,0.042,-28.439,0.032,1.025,535,30530.19951,20.2108,1510.59,14.475543,0.002848,59,3263.81,16.7431,194.934,16.55423,0.00623,60,43916.4,71.3978,615.094,13.14133,0.004171,3.4129,2.078687,1.334213,-3.33,3.71,2,26,246.51374074099,-24.29626003768,0.677602,0.499438
6049167905467933056,1,100.0,136.59,129.725,-15.456,39.8678,-3.574,-17.53,2.2126,-4.681,-7.775,Simbad,"US","rho Oph/L1688","* rho Oph",246.65345254567,-24.26452429216,0.1228,0.0714,7.3212,0.1385,-5.52,0.183,-27.068,0.134,1.301,460,1975.51624,10.9276,180.783,17.448166,0.006608,56,168.048,7.52854,22.3215,19.77496,0.048721,52,3078.52,51.3933,59.9013,16.027039,0.018515,3.747921,2.326794,1.421127,,,,,246.65347945667,-24.26440399042,2.926178,2.112399
6049168008547148416,1,100.0,139.259,132.226,-15.843,40.7219,-5.262,-16.32,0.5391,-3.477,-7.769,Simbad,"US","rho Oph/L1688","* rho Oph",246.60033038324,-24.27051226951,0.0576,0.0347,7.1809,0.0639,-7.971,0.083,-24.725,0.066,0.926,428,8348.30864,13.8959,600.775,15.88337,0.003295,50,535.155,9.87115,54.2141,18.517344,0.02022,47,13636.4,53.5458,254.667,14.41115,0.005697,4.106194,2.633973,1.47222,,,,,246.60036924501,-24.27040238035,1.33051,1.043128
6049168214705579776,1,99.2,136.669,129.765,-15.486,39.9986,-5.577,-18.26,0.2221,-5.424,-7.778,Simbad,"US","rho Oph/L1688","* rho Oph",246.60703346748,-24.24118734473,0.1146,0.0698,7.3169,0.1266,-8.609,0.167,-28.189,0.131,0.933,487,2032.83923,1.90174,1068.94,17.417109,0.002937,50,93.6485,7.43074,12.6028,20.40979,0.086195,55,3402.4,11.7655,289.185,15.918431,0.005327,4.491359,2.992682,1.498677,,,,,246.60707542797,-24.24106205815,2.654728,2.05228
6049169138121857024,1,99.8,138.148,131.138,-15.646,40.5334,-3.226,-18.5,2.5831,-5.672,-7.785,Simbad,"US","rho Oph/L1688","* rho Oph",246.57161229645,-24.21090911772,0.2084,0.1241,7.2386,0.2356,-4.926,0.301,-28.255,0.225,1.13,527,816.70665,1.57875,517.313,18.407202,0.003464,43,63.4329,7.78662,8.1464,20.832756,0.133307,57,1448.22,10.466,138.374,16.845806,0.008709,3.98695,2.425554,1.561396,,,,,246.57163630069,-24.21078354099,4.792415,3.524994
6049171096626943744,6,99.7,136.518,129.701,-15.273,39.7672,-6.502,-16.31,-0.738,-3.469,-9.948,Simbad,"US","Antares","HD146001",246.73654944432,-24.2310946161,0.1404,0.0819,7.3251,0.1653,-10.047,0.193,-25.206,0.133,0.929,485,1171.92688,11.2377,104.286,18.015116,0.01077,43,69.289,5.91638,11.7114,20.736881,0.09275,52,2082.78,66.1992,31.4623,16.451286,0.034715,4.285595,2.721766,1.563829,,,,,246.73659841281,-24.23098259072,3.078917,2.084845
6049171650679414528,1,100.0,143.652,136.506,-15.938,41.8098,-4.765,-16.13,0.9856,-3.29,-7.804,Simbad,"US","rho Oph/L1688","* rho Oph",246.78779680536,-24.20033161536,0.1479,0.0858,6.9613,0.1677,-6.997,0.201,-23.684,0.143,0.975,459,1392.22988,8.12433,171.365,17.828089,0.006909,37,64.243,7.21358,8.90583,20.818977,0.121945,48,2472.02,39.9194,61.9253,16.265266,0.017936,4.553711,2.990889,1.562822,,,,,246.78783089875,-24.20022635203,3.209081,2.239173
6049171788118368256,6,63.9,150.141,142.673,-16.59,43.7195,-6.522,-13.46,-0.775,-0.624,-9.971,Simbad,"US","Antares","HD146001",246.79946023952,-24.17544615593,0.0842,0.0466,6.6604,0.103,-9.164,0.122,-18.909,0.078,1.006,483,3539.40805,4.81513,735.059,16.81504,0.003126,55,205.568,8.39559,24.4852,19.556156,0.04443,54,5737.15,21.2641,269.804,15.351155,0.005521,4.205001,2.741116,1.463885,,,,,246.79950488156,-24.17536211757,1.953882,1.229234
6049173123852388224,1,100.0,136.629,129.905,-14.785,39.6701,-4.047,-18.37,1.663,-5.54,-7.842,Simbad,"US","rho Oph/L1688","* rho Oph",246.93743052383,-24.10803915609,0.1949,0.1015,7.3191,0.2162,-6.248,0.264,-28.357,0.178,0.959,456,651.23387,13.3849,48.6544,18.653025,0.022485,32,42.8805,5.06847,8.46024,21.257893,0.128364,51,1228.49,74.7643,16.4315,17.024466,0.066184,4.233427,2.604868,1.628559,,,,,246.93746094594,-24.10791312422,4.262145,2.841139
6049173604889078912,1,99.8,135.263,128.54,-14.813,39.4226,-3.509,-18.51,2.2311,-5.68,-7.829,Simbad,"US","rho Oph/L1688","* rho Oph",246.82720374451,-24.12285044384,0.8215,0.3991,7.393,0.9655,-5.472,1.189,-28.86,0.784,1.169,475,139.11096,0.702742,197.955,20.328964,0.006138,27,32.6348,5.11203,6.38393,21.554338,0.170096,52,259.928,7.29823,35.6152,18.710762,0.030719,2.843576,1.225374,1.618202,,,,,246.82723039033,-24.12272217693,19.188988,12.485982
6049174017205957632,1,96.3,147.263,139.984,-15.94,42.8608,-5.671,-17.32,0.0483,-4.499,-7.846,Simbad,"US","rho Oph/L1688","* rho Oph",246.90059816628,-24.08278992746,0.3911,0.2126,6.7906,0.4425,-8.124,0.552,-24.809,0.373,1.06,413,294.46925,1.44967,203.128,19.514767,0.006013,25,36.9748,4.43044,8.34563,21.41878,0.130126,44,526.271,12.6359,41.6488,17.944872,0.026341,3.473907,1.904013,1.569895,,,,,246.9006377155,-24.08267966326,8.839491,5.90219
6049174605616916608,1,100.0,136.651,129.78,-15.283,39.9627,-5.074,-17.36,0.706,-4.529,-7.8,Simbad,"US","rho Oph/L1688","* rho Oph",246.67962357844,-24.18608036238,0.0261,0.0156,7.3179,0.0301,-7.832,0.037,-26.799,0.026,1.007,506,23559.79685,14.0072,1681.98,14.756938,0.00283,59,3151.38,16.0095,196.844,16.59229,0.006181,59,32113.8,49.3169,651.173,13.481166,0.004131,3.111125,1.835353,1.275772,-4.81,4.31,2,35,246.679661739,-24.18596125431,0.5959,0.410561
6049174674334897024,1,99.7,131.449,124.839,-14.687,38.4497,-5.247,-16.58,0.5327,-3.746,-7.802,Simbad,"US","rho Oph/L1688","* rho Oph",246.68094564631,-24.17903171591,0.1993,0.12,7.6075,0.2411,-8.42,0.286,-26.602,0.2,1.018,500,875.42005,1.50995,579.767,18.331825,0.003331,38,47.2601,6.4793,7.294,21.152308,0.148879,56,1566.74,8.64556,181.219,16.760405,0.007084,4.391903,2.820482,1.571421,,,,,246.68098666644,-24.17891348615,4.550095,3.12813
6049174914854560640,1,100.0,136.217,129.417,-15.066,39.7404,-4.364,-18.52,1.3921,-5.688,-7.814,Simbad,"US","rho Oph/L1688","* rho Oph",246.76689287815,-24.15896867932,0.0428,0.0246,7.3413,0.0491,-6.758,0.061,-28.678,0.043,0.979,482,10513.01446,10.5672,994.875,15.633049,0.002964,53,1041.19,10.2147,101.93,17.79472,0.011011,54,15403.8,37.8093,407.407,14.278826,0.004624,3.515894,2.161671,1.354223,-48.05,5.27,2,32,246.76692579752,-24.15884122263,0.970972,0.676939
6049175121012992256,1,58.2,135.695,128.918,-14.919,39.6337,-2.246,-17.32,3.5075,-4.499,-7.827,Simbad,"US","rho Oph/L1688","* rho Oph",246.77731296344,-24.11767794994,0.0818,0.0452,7.3695,0.099,-3.491,0.117,-26.927,0.075,0.952,530,3151.79225,3.31262,951.45,16.940973,0.002982,54,147.887,7.22699,20.4632,19.913717,0.053131,57,5232.14,13.7064,381.73,15.451197,0.00473,4.462521,2.972744,1.489777,,,,,246.77732996331,-24.11755827602,1.87348,1.1901
6049176770280443648,1,100.0,138.055,131.182,-15.058,40.2966,-4.64,-17.46,1.1003,-4.639,-7.84,Simbad,"US","rho Oph/L1688","* rho Oph",246.82323954619,-24.08725769902,0.0855,0.0449,7.2435,0.0964,-7.091,0.125,-26.674,0.08,0.969,497,2689.73749,15.9242,168.909,17.113092,0.006994,53,191.163,11.1217,17.1883,19.635033,0.063229,53,4405.12,74.7357,58.9427,15.638,0.018804,3.997032,2.52194,1.475092,,,,,246.82327406548,-24.08713914839,2.012226,1.274795
6049183814028216192,5,99.4,156.163,147.572,-21.492,46.3419,-8.305,-17.51,-2.171,-4.554,-4.468,Simbad,"US","sigma Sco","* c02 Sco",245.36740628908,-25.13190339047,0.0358,0.0191,6.4036,0.0391,-11.219,0.051,-23.656,0.033,1.015,365,13521.06063,15.5188,871.272,15.35984,0.003024,44,1871.85,11.5702,161.781,17.157866,0.007268,46,18441.4,48.8112,377.811,14.08341,0.004748,3.074455,1.798025,1.27643,-10.94,9.68,2,20,245.36746136421,-25.13179825226,0.826995,0.521872
6049187559240082432,6,99.9,144.553,136.741,-19.532,42.613,-7.592,-15.27,-1.513,-2.303,-9.578,Simbad,"US","Antares","HD146001",245.57476350694,-25.10018418556,0.057,0.0309,6.9179,0.0609,-11.079,0.077,-22.277,0.054,0.993,396,5432.09499,3.82414,1420.47,16.349949,0.002859,45,457.277,9.69326,47.1748,18.688093,0.023184,45,8206.02,17.0019,482.654,14.962564,0.004398,3.725529,2.338144,1.387384,,,,,245.57481787997,-25.10008517824,1.258187,0.864876
6049188585734574336,5,95.9,151.786,143.583,-20.255,44.8609,-7.692,-17.42,-1.622,-4.472,-4.536,Simbad,"US","sigma Sco","* c02 Sco",245.60807088808,-24.99880869911,0.1751,0.1018,6.5882,0.2152,-10.69,0.277,-24.204,0.217,0.996,385,933.18105,1.53791,606.787,18.262451,0.003285,33,67.9738,9.55688,7.11255,20.757689,0.152676,37,1579.66,12.4148,127.239,16.75149,0.009333,4.006199,2.495237,1.510962,,,,,245.6081233105,-24.99870112612,4.446714,3.421763
6049188757533237376,5,100.0,152.324,144.057,-20.499,45.057,-7.952,-15.16,-1.865,-2.21,-4.517,Simbad,"US","sigma Sco","* c02 Sco",245.54715240033,-25.0381054452,0.1387,0.0728,6.5649,0.1481,-11.012,0.182,-20.992,0.12,0.962,348,1260.62796,1.81023,696.391,17.9359,0.003166,38,63.5498,5.43337,11.6962,20.830757,0.09287,42,2065.22,7.15329,288.71,16.460478,0.005332,4.370279,2.894857,1.475422,,,,,245.54720641787,-25.03801214536,2.95889,1.915829
6049206010419638400,5,96.7,164.011,154.948,-21.931,49.0904,-6.68,-15.82,-0.555,-2.912,-4.549,Simbad,"US","sigma Sco","* c02 Sco",245.4051149058,-24.86611073458,0.0233,0.0133,6.0971,0.0244,-8.591,0.034,-20.349,0.023,1.076,409,27229.87422,24.0861,1130.52,14.599752,0.002918,45,4964.06,22.6271,219.386,16.09895,0.005681,47,34080.5,72.6985,468.793,13.416629,0.004433,2.682321,1.499197,1.183124,-4.83,4.89,2,25,245.40515699078,-24.86602029478,0.559067,0.369715
6049207522248128640,5,100.0,161.107,152.265,-21.34,48.1166,-8.094,-15.94,-1.993,-3.034,-4.568,Simbad,"US","sigma Sco","* c02 Sco",245.49197907901,-24.83715608118,0.0747,0.0394,6.2071,0.0824,-10.598,0.112,-20.873,0.075,1.005,390,3947.45214,2.79347,1413.1,16.696575,0.00286,38,309.113,10.3716,29.8039,19.113249,0.036536,38,6082.4,13.4448,452.398,15.287707,0.004477,3.825541,2.416674,1.408868,,,,,245.49203098179,-24.83706331101,1.822655,1.201429
6049208449961073536,5,99.9,151.751,143.38,-20.096,45.4591,-8.115,-15.99,-2.002,-3.088,-4.573,Simbad,"US","sigma Sco","* c02 Sco",245.4474653916,-24.80111204511,0.124,0.0721,6.5898,0.136,-11.28,0.196,-22.223,0.134,1.035,411,1671.16814,1.99475,837.782,17.629816,0.003045,45,80.352,7.46033,10.7706,20.576052,0.100845,46,2737.52,8.60848,318.003,16.154503,0.005093,4.421549,2.946236,1.475313,,,,,245.44752061945,-24.80101327504,3.174132,2.136762
6049210408466167808,5,100.0,156.578,147.831,-20.937,47.1643,-7.435,-15.18,-1.284,-2.286,-4.557,Simbad,"US","sigma Sco","* c02 Sco",245.30790231215,-24.79283259113,0.0733,0.0406,6.3866,0.0769,-10.017,0.094,-20.447,0.069,0.941,378,3304.92357,3.19742,1033.62,16.889463,0.002949,42,263.827,7.01885,37.5884,19.285244,0.029019,42,5057.39,12.5731,402.237,15.48808,0.004644,3.797164,2.395781,1.401383,,,,,245.30795135072,-24.79274171453,1.535214,1.106979
6049213672641077760,5,99.9,150.498,142.109,-19.743,45.4392,-7.966,-15.96,-1.835,-3.094,-4.605,Simbad,"US","sigma Sco","* c02 Sco",245.38029337148,-24.6571685524,0.0539,0.0333,6.6446,0.0603,-11.166,0.074,-22.374,0.056,1.088,374,6135.67033,5.20212,1179.46,16.217712,0.002905,43,561.054,13.429,41.7792,18.466032,0.026137,43,9172.4,15.0429,609.749,14.841688,0.004178,3.624344,2.24832,1.376024,,,,,245.38034797696,-24.65706911418,1.201233,0.887595
6049216730657682816,1,100.0,137.843,130.522,-17.695,40.6409,-5.313,-16.7,0.6885,-3.779,-7.555,Simbad,"US","rho Oph/L1688","* rho Oph",245.8612488943,-24.80851063082,0.037,0.0216,7.2546,0.0431,-8.131,0.054,-25.552,0.038,0.99,410,16004.99459,19.6069,816.295,15.176728,0.00306,43,1504.16,11.5307,130.448,17.395306,0.008778,44,23658.2,89.2264,265.147,13.812943,0.005572,3.582363,2.218577,1.363786,-5.9,3.97,2,16,245.8612887041,-24.80839706651,0.863903,0.600682
6049218792242009984,5,86.7,159.627,150.98,-20.861,47.4426,-5.954,-16.24,0.107,-3.332,-4.592,Simbad,"US","sigma Sco","* c02 Sco",245.64160084218,-24.81708162675,0.1223,0.0667,6.2646,0.1449,-7.868,0.184,-21.464,0.121,4.939,363,45271.38303,61.874,731.671,14.047808,0.00313,42,6824.11,33.5472,203.418,15.753428,0.006023,42,61085.1,194.845,313.507,12.783057,0.005126,2.97037,1.70562,1.26475,3.64,4.39,2,20,245.64163936796,-24.81698622926,2.920915,1.894276
6049225389311767680,5,100.0,151.932,143.922,-18.951,44.8397,-7.657,-14.99,-1.693,-2.096,-4.687,Simbad,"US","sigma Sco","* c02 Sco",246.00083891823,-24.64056958494,0.1263,0.0702,6.5819,0.1475,-10.631,0.167,-20.81,0.113,1.072,413,2256.64553,3.11558,724.309,17.303709,0.003137,45,83.3408,6.97277,11.9523,20.536398,0.090882,47,3891.74,9.763,398.621,15.772537,0.004659,4.763861,3.232689,1.531172,,,,,246.00089090173,-24.64047709553,2.68676,1.782093
6049225423671709568,1,99.8,131.147,124.237,-16.327,38.7067,-3.958,-16.86,2.0027,-3.973,-7.619,Simbad,"US","rho Oph/L1688","* rho Oph",246.01041016748,-24.62999054561,0.4087,0.2156,7.625,0.4639,-6.367,0.56,-27.124,0.365,1.268,411,376.73399,1.3074,288.154,19.24728,0.004668,46,92.7984,6.98587,13.2837,20.419691,0.081782,41,617.569,8.98547,68.7297,17.771183,0.016243,2.648508,1.172411,1.476097,,,,,246.01044129762,-24.62986999501,9.042548,5.798032
6049226042146798592,1,99.9,132.171,125.188,-16.519,39.039,-3.838,-17.22,2.1317,-4.331,-7.613,Simbad,"US","rho Oph/L1688","* rho Oph",245.97798605435,-24.64235879042,0.1701,0.0887,7.566,0.1978,-6.126,0.229,-27.486,0.152,1.125,408,1461.97624,2.19154,667.101,17.775017,0.0032,36,79.1115,9.5334,8.29835,20.592943,0.130867,43,2490.07,11.2926,220.504,16.257366,0.006207,4.335577,2.817926,1.517651,,,,,245.97801600788,-24.64223662848,3.672025,2.416002
6049227004219484032,6,98.3,140.727,133.294,-17.389,41.6445,-8.358,-15.0,-2.397,-2.12,-9.776,Simbad,"US","Antares","HD146001",246.00981587709,-24.55995585593,0.0431,0.0228,7.106,0.0534,-12.529,0.065,-22.48,0.038,1.03,433,12540.9083,8.02709,1562.32,15.441545,0.002842,50,1177.95,10.3981,113.285,17.66073,0.009982,50,18511.3,21.2375,871.633,14.079303,0.003979,3.581428,2.219186,1.362242,17.96,12.3,2,24,246.00987709835,-24.55985594655,1.047114,0.603486
6049229512480391808,1,90.9,137.436,130.126,-17.15,40.767,-2.753,-16.92,3.2318,-4.044,-7.626,Simbad,"US","rho Oph/L1688","* rho Oph",245.92248107917,-24.58573827906,0.0326,0.0169,7.2761,0.0378,-4.226,0.043,-25.973,0.028,0.973,393,17126.92717,10.2546,1670.17,15.103168,0.002831,47,2056.07,13.0174,157.948,17.05595,0.007419,46,24042.9,33.5153,717.371,13.795427,0.004071,3.260523,1.952782,1.307741,-17.21,8.04,2,25,245.92250173214,-24.58562284499,0.691055,0.443863
6049231574064706816,5,99.9,151.461,143.177,-19.812,45.2581,-7.815,-15.79,-1.731,-2.897,-4.598,Simbad,"US","sigma Sco","* c02 Sco",245.55509254763,-24.76064564859,0.0914,0.0546,6.6024,0.1066,-10.884,0.141,-21.996,0.095,1.062,404,3284.52923,4.77169,688.336,16.896185,0.003175,44,187.707,13.0145,14.423,19.65484,0.07533,43,5440.08,24.4218,222.755,15.408882,0.006168,4.245958,2.758656,1.487303,,,,,245.55514581845,-24.76054789024,2.255804,1.501437
6049232089460778880,6,99.9,145.982,138.042,-18.931,43.5515,-8.023,-15.01,-1.958,-2.122,-9.685,Simbad,"US","Antares","HD146001",245.62742888643,-24.73048915863,0.0854,0.05,6.8502,0.0976,-11.593,0.127,-21.697,0.092,1.643,397,8289.7794,11.9501,693.699,15.891009,0.003169,44,608.686,8.46557,71.9014,18.377558,0.015356,43,13063.4,16.3446,799.247,14.457754,0.004016,3.919804,2.486548,1.433255,,,,,245.62748561313,-24.73039272966,2.027184,1.455875
6049234868301922176,5,51.0,162.751,153.85,-20.984,48.7622,-8.671,-18.2,-2.597,-5.322,-4.634,Simbad,"US","sigma Sco","* c02 Sco",245.59422442436,-24.64941840942,0.3217,0.2139,6.1444,0.3487,-11.239,0.45,-23.587,0.359,1.036,438,303.75017,0.961235,316.0,19.481075,0.004404,29,34.9858,5.02233,6.96604,21.478813,0.155886,40,508.346,10.3892,48.9304,17.982496,0.022509,3.496317,1.997738,1.498579,,,,,245.59427938159,-24.6493135795,7.138993,5.640517
6049239025829892992,5,93.5,169.868,160.535,-21.631,51.1437,-7.65,-15.66,-1.574,-2.806,-4.669,Simbad,"US","sigma Sco","* c02 Sco",245.5873875372,-24.52472651326,0.1908,0.1195,5.8869,0.2135,-9.5,0.261,-19.444,0.199,1.078,441,711.61603,1.26404,562.971,18.556753,0.003363,26,55.9889,5.831,9.60193,20.968288,0.113109,43,1196.75,8.38023,142.806,17.052887,0.00849,3.915401,2.411535,1.503866,,,,,245.58743394521,-24.52464009492,4.155158,3.131597
6049239373725493760,5,99.9,159.605,150.813,-20.428,48.0809,-7.316,-15.86,-1.231,-3.01,-4.659,Simbad,"US","sigma Sco","* c02 Sco",245.55096962949,-24.54622264424,0.0818,0.0547,6.2655,0.0909,-9.67,0.119,-20.968,0.101,0.913,355,5607.4609,6.79288,825.491,16.31545,0.003053,42,503.908,13.411,37.5742,18.582664,0.02903,42,8444.95,25.7978,327.351,14.931402,0.005028,3.651262,2.267214,1.384048,,,,,245.55101687631,-24.54612945462,1.897263,1.589033
6049244351589198208,5,100.0,156.862,148.409,-19.348,46.9692,-7.765,-15.13,-1.758,-2.286,-4.732,Simbad,"US","sigma Sco","* c02 Sco",245.84089377532,-24.41619601973,0.0155,0.0088,6.375,0.0173,-10.442,0.019,-20.343,0.014,1.291,435,255511.54079,175.682,1454.4,12.16884,0.002855,50,83107.2,192.743,431.181,13.039445,0.003758,50,255759.0,468.675,545.706,11.228318,0.004271,1.811127,0.870605,0.940522,-1.75,2.48,1,25,245.84094474138,-24.41610560495,0.311137,0.217346
6049246486191231104,5,59.2,169.679,160.4,-21.239,51.1055,-9.007,-16.85,-2.955,-4.018,-4.708,Simbad,"US","sigma Sco","* c02 Sco",245.67398197581,-24.42739069514,0.1601,0.0964,5.8935,0.1846,-11.197,0.237,-20.954,0.177,0.985,419,928.84485,1.53683,604.39,18.26751,0.003289,33,67.0582,5.62283,11.9261,20.772413,0.091082,47,1509.95,8.80611,171.466,16.800488,0.007374,3.971926,2.504904,1.467022,,,,,245.67403663445,-24.42729756723,3.798881,2.802577
6049246864148370176,1,98.3,136.889,129.378,-17.083,41.3293,-3.142,-17.63,2.9151,-4.8,-7.666,Simbad,"US","rho Oph/L1688","* rho Oph",245.65301221611,-24.38308858341,0.0239,0.0132,7.3052,0.0292,-4.843,0.037,-27.162,0.024,1.137,396,7810302.90756,1791.13,4360.54,8.455697,0.002767,44,4520090.0,1160.07,3896.39,8.700675,0.002804,45,4884010.0,1227.68,3978.24,8.025955,0.003789,0.67472,0.244978,0.429742,-10.33,2.61,1,12,245.65303584652,-24.38296786161,0.606419,0.389221
6049256416155461632,5,97.8,154.082,145.304,-20.711,46.8927,-6.972,-14.86,-0.771,-1.996,-4.56,Simbad,"US","sigma Sco","* c02 Sco",245.11927856928,-24.7025130913,0.0266,0.0155,6.4901,0.031,-9.546,0.036,-20.346,0.028,1.431,387,39265.60299,33.8417,1160.27,14.202336,0.00291,43,6820.75,26.228,260.056,15.753962,0.005022,44,50632.0,124.887,405.421,12.986833,0.004632,2.767129,1.551625,1.215504,-35.75,5.75,2,21,245.11932526732,-24.70242266619,0.587485,0.442547
6049264044017673856,6,89.9,145.884,137.546,-19.389,44.5784,-6.628,-13.5,-0.428,-0.655,-9.663,Simbad,"US","Antares","HD146001",245.12127418034,-24.59006744438,0.0445,0.0243,6.8548,0.0477,-9.585,0.063,-19.519,0.043,1.157,382,14942.77406,10.1451,1472.91,15.251288,0.002852,34,1450.95,17.476,83.0254,17.434412,0.013372,35,22303.2,37.5732,593.592,13.876979,0.004199,3.557433,2.183124,1.37431,42.21,7.48,2,19,245.12132102863,-24.58998069508,1.024906,0.680845
6049264044017673984,5,99.8,151.512,142.852,-20.137,46.3001,-7.444,-16.08,-1.243,-3.235,-4.592,Simbad,"US","sigma Sco","* c02 Sco",245.12049384762,-24.58970503217,0.033,0.0179,6.6001,0.0352,-10.365,0.046,-22.385,0.031,1.215,386,24330.23283,12.5768,1934.54,14.722001,0.002812,45,3025.09,11.457,264.039,16.636696,0.004969,43,33985.5,52.327,649.484,13.419661,0.004133,3.217035,1.914695,1.302341,0.77,2.89,2,22,245.12054450679,-24.58960554422,0.749722,0.501192
